qid,year,subject,auto_tier,auto_best,expert_tier,expert_link,link_src,advantage,transform,weight,text_snippet
2016_P_68,2016,Geography,3,2005_P_24,,2005_P_24,expert,,,0.00,"'Gadgil Committee Report' and 'Kasturirangan Committee Report', sometimes seen in the news, are related to"
2016_P_69,2016,History,1,2001_P_79,,2001_P_79,auto,,,0.00,Consider the following: 1. Calcutta Unitarian Committee 2. Tabernacle of New Dispensation 3. Indian Reform Association Keshab Chandra Sen is associate
2016_P_7,2016,Economy,3,2006_P_70,,2006_P_70,auto,,,0.00,"Which one of the following is a purpose of 'UDAY', a scheme of the Government?"
2016_P_70,2016,Polity,1,2015_P_79,,2015_P_79,auto,,,0.00,Which of the following is not a member of 'Gulf Cooperation Council'?
2016_P_71,2016,Economy,3,2011_P_27,,2011_P_27,auto,,,0.00,What is/are the purpose/purposes of Government's 'Sovereign Gold Bond Scheme' and 'Gold Monetization Scheme'? 1. To bring the idle gold lying with Ind
2016_P_72,2016,Polity,0,,1,2015_P_64,expert,pattern,expert-verified-weak,3.86,'Belt and Road Initiative' is sometimes mentioned in the news in the context of the affairs of
2016_P_73,2016,Economy,4,2015_P_1,2,2015_P_1,expert,elimination,paraphrase-repeat,1.00,Pradhan Mantri MUDRA Yojana is aimed at
2016_P_74,2016,Geography,3,2008_P_50,2,2014_P_38,expert,conceptual,entity-bridge,7.05,In which of the following regions of India are shale gas resources found? 1. Cambay Basin 2. Cauvery Basin 3. Krishna-Godavari Basin Select the correc
2016_P_75,2016,Economy,1,2002_P_13,,2014_P_99,expert,,,0.00,'Global Financial Stability Report' is prepared by the
2016_P_76,2016,Economy,1,2004_P_78,,2004_P_78,auto,,,0.00,"Regarding 'Atal Pension Yojana', which of the following statements is/are correct? 1. It is a minimum guaranteed pension scheme mainly targeted at uno"
2016_P_77,2016,Polity,3,2015_P_31,,2015_P_31,expert,,,0.00,The term 'Regional Comprehensive Economic Partnership' often appears in the news in the context of the affairs of a group of countries known as
2016_P_78,2016,Economy,0,,,,auto,,,0.00,On which of the following can you find the Bureau of Energy Efficiency Star Label? 1. Ceiling fans 2. Electric geysers 3. Tubular fluorescent lamps Se
2016_P_79,2016,Science & Technology,1,2008_P_87,,2008_P_87,expert,,,0.00,"India is an important member of the 'International Thermonuclear Experimental Reactor'. If this experiment succeeds, what is the immediate advantage f"
2016_P_8,2016,Economy,3,2003_P_96,,2003_P_96,auto,,,0.00,"With reference to 'IFC Masala Bonds', sometimes seen in the news, which of the statements given below is/are correct? 1. The International Finance Cor"
2016_P_80,2016,History,1,2000_P_73,,2000_P_73,auto,,,0.00,"In the context of the history of India, consider the following pairs: Term : Description 1. Eripatti : Land, revenue from which was set apart for the "
2016_P_81,2016,Polity,2,2010_P_55,2,2010_P_55,expert,elimination,entity-bridge,1.00,Consider the following statements: 1. The International Solar Alliance was launched at the United Nations Climate Change Conference in 2015. 2. The Al
2016_P_82,2016,Polity,0,,,,auto,,,0.00,"'European Stability Mechanism', sometimes seen in the news, is an"
2016_P_83,2016,Geography,3,2001_P_8,,2001_P_8,auto,,,0.00,Which of the following is/are the advantage/advantages of practising drip irrigation? 1. Reduction in weed 2. Reduction in soil salinity 3. Reduction 
2016_P_84,2016,Polity,1,2004_P_41,0,,expert,none,spurious,5.40,"Regarding 'DigiLocker', sometimes seen in the news, which of the following statements is/are correct? 1. It is a digital locker system offered by the "
2016_P_85,2016,Geography,4,2003_P_78,2,2003_P_78,expert,elimination,mechanism-transfer,1.00,"Recently, linking of which of the following rivers was undertaken?"
2016_P_86,2016,Environment,3,2014_P_24,,2014_P_24,auto,,,0.00,"In the cities of our country, which among the following atmospheric gases are normally considered in calculating the value of Air Quality Index? 1. Ca"
2016_P_87,2016,Science & Technology,3,2003_P_12,,2003_P_12,auto,,,0.00,"With reference to 'Astrosat', the astronomical observatory launched by India, which of the following statements is/are correct? 1. Other than USA and "
2016_P_88,2016,History,0,,,,auto,,,0.00,"With reference to the economic history of medieval India, the term 'Araghatta' refers to"
2016_P_89,2016,History,0,,,,auto,,,0.00,"With reference to the cultural history of India, the memorizing of chronicles, dynastic histories and epic tales was the profession of who of the foll"
2016_P_9,2016,History,3,2008_P_66,,2008_P_66,auto,,,0.00,"Regarding the taxation system of Krishna Deva, the ruler of Vijayanagar, consider the following statements: 1. The tax rate on land was fixed dependin"
2016_P_90,2016,Environment,3,2013_P_32,,2013_P_32,auto,,,0.00,"Recently, for the first time in our country, which of the following States has declared a particular butterfly as 'State Butterfly?"
2016_P_91,2016,Science & Technology,3,2001_P_24,,2001_P_24,auto,,,0.00,Consider the following statements: The Mangalyaan launched by ISRO 1. is also called the Mars Orbiter Mission 2. made India the second country to have
2016_P_92,2016,History,4,2008_P_73,4,2008_P_73,auto,answerability,same-fact-new-frame,1.00,What was the main reason for the split in the Indian National Congress at Surat in 1907?
2016_P_93,2016,History,0,,,,auto,,,0.00,The plan of Sir Stafford Cripps envisaged that after the Second World War
2016_P_94,2016,Art & Culture,3,2014_P_85,,2014_P_85,auto,,,0.00,Consider the following pairs: Famous place : Region 1. Bodhgaya : Baghelkhand 2. Khajuraho : Bundelkhand 3. Shirdi : Vidarbha 4. Nasik (Nashik) : Malw
2016_P_95,2016,Polity,4,2006_P_13,3,2006_P_13,expert,conceptual,entity-bridge,1.00,The Parliament of India acquires the power to legislate on any item in the State List in the national interest if a resolution to that effect is passe
2016_P_96,2016,Geography,1,2009_P_50,,2009_P_50,auto,,,0.00,"Recently, which of the following States has explored the possibility of constructing an artificial inland port to be connected to sea by a long naviga"
2016_P_97,2016,Environment,3,2010_P_55,,2010_P_55,auto,,,0.00,"With reference to the Agreement at the UNFCCC Meeting in Paris in 2015, which of the following statements is/are correct? 1. The Agreement was signed "
2016_P_98,2016,Polity,0,,2,2015_P_43,expert,conceptual,expert-verified-weak,3.86,Consider the following statements: 1. The Sustainable Development Goals were first proposed in 1972 by a global think tank called the 'Club of Rome'. 
2016_P_99,2016,Art & Culture,1,1996_P_9,,1996_P_9,auto,,,0.00,A recent movie titled 'The Man Who Knew Infinity' is based on the biography of
2017_P_1,2017,Polity,3,1997_P_69,,1997_P_69,auto,,,0.00,"With reference to the Parliament of India, consider the following statements: 1. A private member's bill is a bill presented by a Member of Parliament"
2017_P_10,2017,Science & Technology,1,2016_P_84,,2016_P_84,auto,,,0.00,Which of the following statements is/are correct regarding Smart India Hackathon 2017? 1. It is a centrally sponsored scheme for developing every city
2017_P_100,2017,Polity,0,,1,2015_P_51,expert,pattern,expert-verified-weak,3.86,Which one of the following is not a feature of Indian federalism?
2017_P_11,2017,Economy,3,2015_P_86,,2015_P_86,auto,,,0.00,Which of the following statements is/are correct regarding the Monetary Policy Committee (MPC)? 1. It decides the RBI's benchmark interest rates. 2. I
2017_P_12,2017,Art & Culture,2,2016_P_85,0,,expert,none,spurious,1.00,"With reference to Manipuri Sankirtana, consider the following statements: 1. It is a song and dance performance. 2. Cymbals are the only musical instr"
2017_P_13,2017,History,3,2011_P_52,,2011_P_52,auto,,,0.00,Who among the following was/were associated with the introduction of Ryotwari Settlement in India during the British rule? 1. Lord Cornwallis 2. Alexa
2017_P_14,2017,Environment,3,2013_P_26,,2013_P_26,auto,,,0.00,"In the context of solving pollution problems, what is/are the advantage/advantages of bioremediation technique? 1. It is a technique for cleaning up p"
2017_P_15,2017,History,0,,,,auto,,,0.00,The Trade Disputes Act of 1929 provided for
2017_P_16,2017,Polity,0,,4,2015_P_85,expert,answerability,expert-verified-strong,3.86,Local self-government can be best explained as an exercise in
2017_P_17,2017,Polity,4,2002_P_43,2,2002_P_43,expert,conceptual,paraphrase-repeat,1.00,"Consider the following statements: With reference to the Constitution of India, the Directive Principles of State Policy constitute limitations upon 1"
2017_P_18,2017,Polity,1,2015_P_3,1,2015_P_79,expert,pattern,weak-association,5.40,The term 'Digital Single Market Strategy' seen in the news refers to
2017_P_19,2017,Geography,1,2015_P_80,,2015_P_80,auto,,,0.00,"At one of the places in India, if you stand on the seashore and watch the sea, you will find that the sea water recedes from the shore line a few kilo"
2017_P_2,2017,History,3,2011_P_91,3,2011_P_91,auto,conceptual,entity-bridge,7.05,"With reference to the difference between the culture of Rigvedic Aryans and Indus Valley people, which of the following statements is/are correct? 1. "
2017_P_20,2017,Polity,3,2016_P_20,1,2016_P_20,expert,pattern,weak-association,7.05,"With reference to the 'Prohibition of Benami Property Transactions Act, 1988 (PBPT Act)', consider the following statements: 1. A property transaction"
2017_P_21,2017,Environment,3,2013_P_5,,2013_P_5,auto,,,0.00,"Due to some reasons, if there is a huge fall in the population of species of butterflies, what could be its likely consequence/consequences? 1. Pollin"
2017_P_22,2017,Economy,1,2011_P_34,,2011_P_34,auto,,,0.00,"It is possible to produce algae based biofuels, but what is/are the likely limitation(s) of developing countries in promoting this industry? 1. Produc"
2017_P_23,2017,Polity,3,2010_P_64,,2010_P_64,auto,,,0.00,Which of the following are the objectives of 'National Nutrition Mission'? 1. To create awareness relating to malnutrition among pregnant women and la
2017_P_24,2017,History,1,2007_P_11,3,2007_P_11,expert,conceptual,entity-bridge,5.40,"Consider the following statements: 1. The Factories Act, 1881 was passed with a view to fix the wages of industrial workers and to allow the workers t"
2017_P_25,2017,Geography,3,2014_P_38,,2014_P_38,auto,,,0.00,"In the context of mitigating the impending global warming due to anthropogenic emissions of carbon dioxide, which of the following can be the potentia"
2017_P_26,2017,History,2,2015_P_28,2,2015_P_28,expert,elimination,angle-shift,1.00,The object of the Butler Committee of 1927 was to
2017_P_27,2017,Economy,1,2016_P_18,,2016_P_18,auto,,,0.00,The term 'Domestic Content Requirement' is sometimes seen in the news with reference to
2017_P_28,2017,Science & Technology,3,2002_P_83,,2002_P_83,auto,,,0.00,Consider the following statements: 1. The Nuclear Security Summits are periodically held under the aegis of the United Nations. 2. The International P
2017_P_29,2017,Polity,0,,,,auto,,,0.00,Who among the following can join the National Pension System (NPS)?
2017_P_3,2017,Economy,1,2012_P_31,,2012_P_31,auto,,,0.00,'Recognition of Prior Learning Scheme' is sometimes mentioned in the news with reference to A) Certifying the skills acquired by construction workers 
2017_P_30,2017,Geography,4,2009_P_87,2,2011_P_96,expert,conceptual,entity-bridge,1.00,"With reference to river Teesta, consider the following statements: 1. The source of river Teesta is the same as that of Brahmaputra but it flows throu"
2017_P_31,2017,Science & Technology,3,2005_P_51,,2005_P_51,auto,,,0.00,"Consider the following statements: 1. In tropical regions, Zika virus disease is transmitted by the same mosquito that transmits dengue. 2. Sexual tra"
2017_P_32,2017,Economy,1,2016_P_27,,2016_P_27,auto,,,0.00,Consider the following statements: 1. The Standard Mark of Bureau of Indian Standards (BIS) is mandatory for automotive tyres and tubes. 2. AGMARK is 
2017_P_33,2017,Economy,1,2002_P_84,,2002_P_84,auto,,,0.00,What is/are the advantage/advantages of implementing the 'National Agriculture Market' scheme? 1. It is a pan-India electronic trading portal for agri
2017_P_34,2017,Science & Technology,3,2002_P_21,,2002_P_21,auto,,,0.00,"With reference to the 'National Intellectual Property Rights Policy', consider the following statements: 1. It reiterates India's commitment to the Do"
2017_P_35,2017,Polity,3,2015_P_19,,2015_P_19,auto,,,0.00,"According to the Wildlife (Protection) Act, 1972, which of the following animals cannot be hunted by any person except under some provisions provided "
2017_P_36,2017,Polity,1,2012_P_59,,2012_P_59,auto,,,0.00,Which of the following statements is/are true of the Fundamental Duties of an Indian citizen? 1. A legislative process has been provided to enforce th
2017_P_37,2017,History,3,2003_P_81,,2003_P_81,auto,,,0.00,Consider the following pairs: 1. Radhakanta Deb - First President of the British Indian Association 2. Gazulu Lakshminarasu Chetty - Founder of the Ma
2017_P_38,2017,Polity,3,1997_P_75,,1997_P_75,expert,,,0.00,Which one of the following objectives is not embodied in the Preamble to the Constitution of India?
2017_P_39,2017,Polity,1,2002_P_65,0,,expert,none,spurious,5.40,"With reference to 'Quality Council of India (QCI)', consider the following statements: 1. QCI was set up jointly by the Government of India and the In"
2017_P_4,2017,Environment,4,2008_P_22,3,2008_P_22,expert,conceptual,entity-bridge,1.00,"From the ecological point of view, which one of the following assumes importance in being a good link between the Eastern Ghats and the Western Ghats?"
2017_P_40,2017,Economy,3,2013_P_97,,2013_P_97,auto,,,0.00,What is the purpose of setting up of Small Finance Banks (SFBs) in India? 1. To supply credit to small business units 2. To supply credit to small and
